Price,Location,Spare,Length,Width,Direction,Amenities
1.18 tỷ,"DT 784, Xã Thạnh Tân, Tp. Tây Ninh, Tây Ninh",200 m²,5 m,40 m,--,1
680 triệu,"QL22B, Phường 3, Tp. Tây Ninh, Tây Ninh",120 m²,5 m,24 m,--,1
1.2 tỷ,"Thôn Lễ Thạnh, Xã Diên Thọ, Huyện Diên Khánh, Khánh Hòa",136 m²,27 m,5 m,T.Bắc,0
964 triệu,"DT716, Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận","3,856 m²",--,--,--,1
3.8 tỷ,"Xã Nhựt Chánh, Huyện Bến Lức, Long An",500 m²,50 m,5 m,--,1
9.8 tỷ,"Lâm Quang Ky, Phường An Hòa, Tp. Rạch Giá, Kiên Giang","3,569 m²",97 m,38 m,T.Nam,1
1.1 tỷ,"DT765, Xã Sông Ray, Huyện Cẩm Mỹ, Đồng Nai","1,000 m²",--,--,--,0
1.86 tỷ,"Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",91.50 m²,19 m,5 m,--,1
655 triệu,"Liên Xã, Xã Lộc Đức, Huyện Bảo Lâm, Lâm Đồng",150 m²,--,--,--,1
1.7 tỷ,"DT 765, Xã Lâm San, Huyện Cẩm Mỹ, Đồng Nai","1,000 m²",50 m,20 m,--,1
36 tỷ,"Bình Châu, Xã Bình Châu, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu","2,213.90 m²",--,--,--,0
1.78 tỷ,"Đường Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",300 m²,30 m,10 m,--,1
15.5 tỷ,"Linh Trung, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",173 m²,19 m,9.5 m,T.Nam,0
18.2 tỷ,"Đường số 7, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",172 m²,--,9.2 m,Đ.Nam,0
5.7 tỷ,"Đường số 7, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",54 m²,9.9 m,5.5 m,T.Nam,0
2.7 tỷ,"Bắc Phong, Xã Bắc Phong, Huyện Thuận Bắc, Ninh Thuận","1,049 m²",--,--,--,0
5.7 tỷ,"Đường số 8, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",85 m²,12.8 m,6.6 m,T.Bắc,0
460 triệu,"17, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",175 m²,--,--,--,0
5.4 tỷ,"Lê Văn Chí, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",89.60 m²,--,6.45 m,--,0
7 tỷ,"Đường số 7, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",102 m²,17 m,6 m,Đ.Bắc,0
5.7 tỷ,"Lê Văn Chí, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",67 m²,--,3.99 m,T.Bắc,0
4.15 tỷ,"Liên Phường Phú Hữu, Phường Phú Hữu, Tp. Thủ Đức, Hồ Chí Minh",52 m²,4 m,12 m,Đông,1
17.5 tỷ,"Đường số 6, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",173 m²,21 m,8 m,T.Nam,0
1.29 tỷ,"Đường quốc lộ 20, Xã Lộc Châu, Tp. Bảo Lộc, Lâm Đồng",548 m²,10 m,54.8 m,--,1
1.11 tỷ,"QL 6, Xã Chiềng Sơn, Huyện Mộc Châu, Sơn La",660 m²,--,--,--,0
2.08 tỷ,"QL 18, Thị trấn Phố Mới, Huyện Quế Võ, Bắc Ninh",60 m²,4 m,--,--,1
5.4 tỷ,"Lê Văn Chí, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",61 m²,14.99 m,4 m,Nam,0
1.4 tỷ,"Ba Huyện, Phường Khắc Niệm, Tp. Bắc Ninh, Bắc Ninh",60 m²,8 m,--,--,1
450 triệu,"Đường ĐT 756, Xã Minh Lập, Huyện Chơn Thành, Bình Phước",250 m²,50 m,5 m,--,1
450 triệu,"Bến Đình, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",150 m²,5 m,30 m,--,1
380 triệu,"DT 781, Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh",150 m²,30 m,5 m,--,1
2.55 tỷ,"Ấp Bến Đò 1, Xã Phú Hòa Đông, Huyện Củ Chi, Hồ Chí Minh","1,800 m²",57 m,35 m,Đông,1
2.5 tỷ,"Đ. Lê Thị Trung, Phường An Phú, Tp. Thuận An, Bình Dương",98 m²,17.5 m,5.5 m,Đ.Nam,1
5.7 tỷ,"Đường số 8, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",62 m²,--,4 m,--,0
868 triệu,"Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
2.16 tỷ,"Dũng Sĩ Điện Ngọc, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",90 m²,18 m,5 m,--,1
650 triệu,"Bến Đình, Thị trấn Bến Cầu, Huyện Bến Cầu, Tây Ninh",150 m²,30 m,5 m,--,1
1.69 tỷ,"DH, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,0
888.89 triệu,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,084 m²",--,--,--,0
900 triệu,"38, Xã Phật Tích, Huyện Tiên Du, Bắc Ninh",78 m²,--,--,--,1
6.4 tỷ,"Lê Văn Chí, Phường Linh Trung, Tp. Thủ Đức, Hồ Chí Minh",99.70 m²,16 m,5.41 m,Đ.Bắc,0
3.5 tỷ,"Thôn Cát Hải , Xã Tân Hải, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",195 m²,116 m,6 m,--,1
6.6 tỷ,"Đỗ Đăng Tuyển, Xã An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh",600 m²,--,--,--,0
2.5 tỷ,"21, Xã Phú Cát, Huyện Quốc Oai, Hà Nội",100 m²,25 m,5 m,Đ.Nam,1
1.68 tỷ,"DT832, Xã Nhựt Chánh, Huyện Bến Lức, Long An",100 m²,20 m,5 m,--,1
700 triệu,"Thôn 11, Xã Lộc An, Huyện Bảo Lâm, Lâm Đồng",200 m²,--,--,--,1
2.3 tỷ,"Khu Phố Chợ Điện Nam Bắc, Phường Điện Nam Bắc, Thị xã Điện Bàn, Quảng Nam",99 m²,5 m,19.9 m,--,1
500 triệu,"Xã Tân Lợi, Huyện Đồng Phú, Bình Phước","1,000 m²",50 m,20 m,T.Bắc,1
1 tỷ,"Đường quốc lộ 20, Xã Lộc Ngãi, Huyện Bảo Lâm, Lâm Đồng",130 m²,5 m,22 m,--,1
4.26 tỷ,"Đường số 1, Phường Long Trường, Tp. Thủ Đức, Hồ Chí Minh",82 m²,21 m,4 m,Đông,1
1.8 tỷ,"Quốc lộ 1, Xã Xuân Hiệp, Huyện Xuân Lộc, Đồng Nai","2,000 m²",135 m,15.5 m,Nam,1
1 tỷ,"Thị trấn Cần Đước, Huyện Cần Đước, Long An",83 m²,17.6 m,4.8 m,--,1
1.55 tỷ,"Đường Võ Văn Điều, Xã Phước Thạnh, Huyện Củ Chi, Hồ Chí Minh",290 m²,29 m,10 m,--,1
649 triệu,"409, Xã Phước Vĩnh An, Huyện Củ Chi, Hồ Chí Minh",85 m²,--,--,--,1
1.7 tỷ,"Quốc Lộ 1A, Thị trấn Lương Sơn, Huyện Bắc Bình, Bình Thuận",14.16 m²,--,--,--,1
3.81 tỷ,"Xuân Hoà, Phường Vĩ Dạ, Tp. Huế, Thừa Thiên Huế",119 m²,16 m,7.5 m,Bắc,1
660 triệu,"DT 751, Xã Quang Minh, Huyện Chơn Thành, Bình Phước",255 m²,5 m,45 m,Đ.Nam,1
569 triệu,"Ql22, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh",150 m²,30 m,5 m,T.Nam,1
2.5 tỷ,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",90 m²,--,--,--,1
800 triệu,"Quốc lộ 22, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",200 m²,30 m,10 m,--,1
790 triệu,"Quốc lộ 14, Xã Đồng Tiến, Huyện Đồng Phú, Bình Phước",250 m²,50 m,5 m,Đông,1
3.5 tỷ,"Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai","1,000 m²",22 m,47 m,--,0
500 triệu,"Đường biển, Xã Nhân Trạch, Huyện Bố Trạch, Quảng Bình",180 m²,20 m,8 m,Đông,1
1.73 tỷ,"Tỉnh lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, Hồ Chí Minh",96 m²,19.4 m,5 m,--,1
10.5 tỷ,"Bùi Hữu Nghĩa, Phường Tân Vạn, Tp. Biên Hòa, Đồng Nai",800 m²,--,14 m,--,0
2.8 tỷ,"DT716, Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận","1,000 m²",110 m,39 m,--,1
1.38 tỷ,"ĐH704, Xã Định Hiệp, Huyện Dầu Tiếng, Bình Dương",231 m²,21 m,11 m,--,1
1.1 tỷ,"QL13, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",90 m²,18 m,5 m,--,1
8.2 tỷ,"Đường số 13, Phường Linh Tây, Tp. Thủ Đức, Hồ Chí Minh",108.70 m²,--,--,Đ.Nam,0
7 tỷ,"Đường số 9, Phường Linh Tây, Tp. Thủ Đức, Hồ Chí Minh",103.50 m²,20 m,5 m,Nam,0
4 tỷ,"158, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,084 m²",50 m,24 m,--,1
2.25 tỷ,"Quốc lộ 1A, Xã Bình Tú, Huyện Thăng Bình, Quảng Nam",125 m²,25 m,5 m,Đông,1
1.23 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,084 m²",--,--,--,0
1.5 tỷ,"Phạm Hùng, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",129.47 m²,25.58 m,5.12 m,--,1
1.35 tỷ,"Dầu Dây - Sông Nhạn, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",100 m²,5 m,20 m,Đ.Nam,1
5.5 tỷ,"Hương Lộ 104, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai","11,583 m²",345 m,30 m,T.Bắc,0
8.3 tỷ,"Đường số 17, Phường Linh Tây, Tp. Thủ Đức, Hồ Chí Minh",91 m²,--,6 m,T.Nam,0
1.35 tỷ,"DT769, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",100 m²,5 m,20 m,Nam,1
2 tỷ,"Đường Trần Hưng Đạo, Phường Pom Hán, Tp. Lào Cai, Lào Cai",100 m²,20 m,5 m,Nam,0
4.1 tỷ,"Đường Châu Văn Lồng, Phường Long Bình Tân, Tp. Biên Hòa, Đồng Nai",100 m²,24 m,5 m,Đ.Nam,1
2 tỷ,"Đường Long Mỹ - Láng Dài, Xã Lộc An, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",222 m²,44.45 m,5.05 m,Tây,1
1.2 tỷ,"Đường Điểu Xiển, Phường Tân Biên, Tp. Biên Hòa, Đồng Nai",72 m²,15.98 m,4 m,Đ.Bắc,1
1.68 tỷ,"Nguyễn Trung Trực, Phường An Hoà, Tp. Biên Hòa, Đồng Nai",72 m²,4 m,16 m,Đ.Nam,1
7.1 tỷ,"Đỗ Văn Thi, Phường Hiệp Hòa, Tp. Biên Hòa, Đồng Nai",210 m²,45.97 m,6.2 m,Đ.Nam,1
3.5 tỷ,"Đường Phú Mãn, Xã Phú Mãn, Huyện Quốc Oai, Hà Nội",120 m²,24 m,5 m,Đ.Nam,1
760 triệu,"Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh",140 m²,--,--,--,0
1.23 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,084 m²",--,--,--,0
9 tỷ,"Yên ninh, Phường Mỹ Bình, Tp. Phan Rang-Tháp Chàm, Ninh Thuận",100 m²,--,--,--,1
14 tỷ,"Nguyễn Đình Chiểu, Phường Vĩnh Thọ, Tp. Nha Trang, Khánh Hòa",206 m²,39 m,5.2 m,Bắc,1
3.3 tỷ,"Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Tp. Biên Hòa, Đồng Nai",100 m²,20 m,5 m,--,1
1.58 tỷ,"Ne8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,0
3.4 tỷ,"DT825, Xã Lộc Giang, Huyện Đức Hòa, Long An",240 m²,40 m,6 m,--,1
295 triệu,"Đoàn Nguyễn Tuân, Xã Hưng Long, Huyện Bình Chánh, Hồ Chí Minh",120 m²,24 m,5 m,Đông,1
750 triệu,"DT756, Xã Minh Lập, Huyện Chơn Thành, Bình Phước",240 m²,51 m,5 m,Đông,1
1.6 tỷ,"QL13, Phường Hiệp Thành, Tp. Thủ Dầu Một, Bình Dương",360 m²,6 m,30 m,Đông,1
4.45 tỷ,"Hoài Trung, Xã Liên Bão, Huyện Tiên Du, Bắc Ninh",90 m²,5 m,--,--,1
6 tỷ,"Phúc Sơn, Phường Vũ Ninh, Tp. Bắc Ninh, Bắc Ninh",83.70 m²,6.7 m,--,--,1
2.75 tỷ,"Hoà Đình, Phường Võ Cường, Tp. Bắc Ninh, Bắc Ninh",48.60 m²,6.5 m,--,--,1
1.2 tỷ,"Thôn 6, Xã Vinh Thanh, Huyện Phú Vang, Thừa Thiên Huế",200 m²,25 m,8 m,Đ.Bắc,0
830 triệu,"Quốc lộ 13, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",100 m²,--,--,--,1
3.62 tỷ,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",97 m²,19.5 m,5.01 m,--,1
2.25 tỷ,"Láng Hòa Lạc, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",150 m²,23 m,7 m,--,1
700 triệu,"Quốc Lộ 22, Xã Tân An Hội, Huyện Củ Chi, Hồ Chí Minh",150 m²,30 m,5 m,--,1
500 triệu,"Thị trấn Trảng Bàng, Thị trấn Trảng Bàng, Huyện Trảng Bàng, Tây Ninh",100 m²,5 m,20 m,--,1
1.43 tỷ,"Cầu Ri, Xã Sông Xoài, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",203 m²,37 m,5.5 m,--,1
480 triệu,"Thị trấn Gò Dầu, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",120 m²,5 m,24 m,--,1
2 tỷ,"38, Xã Liên Bão, Huyện Tiên Du, Bắc Ninh",100 m²,--,--,--,1
2 tỷ,"Chợ Tiền, Phường Võ Cường, Tp. Bắc Ninh, Bắc Ninh",107 m²,--,--,--,0
1.3 tỷ,"Lãm Trại, Phường Vân Dương, Tp. Bắc Ninh, Bắc Ninh",49 m²,--,--,--,1
4.15 tỷ,"Phạm Văn Thanh , Xã Thủy Thanh, Thị xã Hương Thủy, Thừa Thiên Huế",108 m²,16 m,7 m,T.Bắc,1
5 tỷ,"Đặng Văn Trơn, Phường Hiệp Hòa, Tp. Biên Hòa, Đồng Nai",83 m²,--,4.5 m,Bắc,0
2 tỷ,"Đường Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
1.6 tỷ,"DT832, Xã Nhựt Chánh, Huyện Bến Lức, Long An",300 m²,20 m,15 m,Đ.Nam,1
18.9 tỷ,"Ấp 2, Xã Mỹ Thạnh, Huyện Thủ Thừa, Long An","6,300 m²",--,--,--,0
700 triệu,"Quốc lộ 6, Xã Chiềng Sơn, Huyện Mộc Châu, Sơn La",499 m²,12 m,--,--,1
880 triệu,"Đường Tỉnh Lộ 766, Xã Xuân Hiệp, Huyện Xuân Lộc, Đồng Nai","1,100 m²",100 m,12 m,Đ.Nam,1
419 triệu,"Quốc lộ 13, Xã Lộc Thạnh, Huyện Lộc Ninh, Bình Phước",151 m²,30 m,5 m,--,1
5.5 tỷ,"Đường Tản Đà, Phường 1, Tp. Bảo Lộc, Lâm Đồng",500 m²,--,--,--,1
860 triệu,"Ấp quân Y, Xã Tân Lợi, Huyện Đồng Phú, Bình Phước",220 m²,55 m,5 m,Bắc,1
3.1 tỷ,"Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh",98 m²,11 m,9 m,--,0
1.4 tỷ,"Quốc Lộ 22, Xã Long Khánh, Huyện Bến Cầu, Tây Ninh",500 m²,10 m,10 m,--,1
1.96 tỷ,"Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai","2,000 m²",100 m,20 m,--,1
2.22 tỷ,"Khu Phố Chợ Điện Nam Bắc, Phường Điện Nam Bắc, Thị xã Điện Bàn, Quảng Nam",100 m²,20 m,5 m,Đ.Bắc,1
4.35 tỷ,"Minh Mạng, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100 m²,5 m,20 m,Đ.Nam,1
7.5 tỷ,"Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Tp. Biên Hòa, Đồng Nai",128 m²,16 m,8 m,--,1
1.5 tỷ,"Khúc Thừa Dụ, Xã Đạm Bri, Tp. Bảo Lộc, Lâm Đồng",300 m²,10 m,30 m,--,1
1.98 tỷ,"Quốc Lộ 1A, Xã Vạn Long, Huyện Vạn Ninh, Khánh Hòa",124 m²,--,--,--,0
770 triệu,"Đường 22 B, Xã Hiệp Thạnh, Huyện Gò Dầu, Tây Ninh",230 m²,29 m,5 m,--,1
4.7 tỷ,"Quốc Lộ 51, Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",190 m²,38 m,5 m,Đ.Nam,1
10 tỷ,"Hồ Văn Tư, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh",120 m²,20 m,6 m,T.Bắc,0
3.3 tỷ,"Phạm Văn Thuận, Phường Tam Hiệp, Tp. Biên Hòa, Đồng Nai",137 m²,--,5.7 m,--,0
1.4 tỷ,"Điểu Xiển, Xã Bàu Trâm, Tp. Long Khánh, Đồng Nai",85 m²,--,--,--,1
420 triệu,"12, Phường Tân Bình, Tp. Đồng Xoài, Bình Phước",100 m²,20 m,5 m,--,0
6.6 tỷ,"Đỗ Đăng Tuyển, Xã An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh",600 m²,60 m,10 m,--,0
1 tỷ,"Y ngông, Xã Cư M'gar, Huyện Cư M'gar, Đắk Lắk","10,000 m²",5000 m,2000 m,--,1
1.23 tỷ,"DT155, Xã Y Tý, Huyện Bát Xát, Lào Cai","1,084 m²",--,--,--,0
12 tỷ,"Thôn 19, Xã Lang Quán, Huyện Yên Sơn, Tuyên Quang","63,363 m²",--,--,--,0
3.1 tỷ,"Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh",98 m²,9 m,11 m,--,0
1 tỷ,"Đường Thôn Phương Nhị, Xã Liên Ninh, Huyện Thanh Trì, Hà Nội",40 m²,--,--,--,1
950 triệu,"Quốc lộ 9, Thị trấn Cam Lộ, Huyện Cam Lộ, Quảng Trị",110 m²,6 m,18 m,--,1
1.57 tỷ,"Tỉnh Lộ 751, Xã Minh Thạnh, Huyện Dầu Tiếng, Bình Dương","1,213 m²",44 m,52 m,Đ.Bắc,1
390 triệu,"Lê Hồng Phong, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,5 m,30 m,Đ.Bắc,1
1.15 tỷ,"3, Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội",90 m²,16 m,5.5 m,Nam,1
6.1 tỷ,"18, Thị trấn Phố Mới, Huyện Quế Võ, Bắc Ninh",60 m²,--,--,--,0
4.25 tỷ,"D7, Xã An Tây, Thị xã Bến Cát, Bình Dương",390 m²,60 m,12 m,Đ.Nam,0
8 tỷ,"38, Xã Phật Tích, Huyện Tiên Du, Bắc Ninh","1,000 m²",--,--,--,0
1.48 tỷ,"Ne8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",300 m²,30 m,10 m,--,0
855 triệu,"Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",125 m²,25 m,5 m,--,1
4.2 tỷ,"Ấp Đồn, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",90 m²,--,--,T.Bắc,1
1.4 tỷ,"Đường ĐT 744, Xã Định Thành, Huyện Dầu Tiếng, Bình Dương",319 m²,60 m,5 m,--,1
950 triệu,"Đường ĐT 749B, Xã Minh Thạnh, Huyện Dầu Tiếng, Bình Dương",369 m²,36 m,10 m,--,1
420 triệu,"QL26, Xã Ea Kênh, Huyện Krông Pắc, Đắk Lắk",105 m²,5 m,21 m,--,1
1.65 tỷ,"DJ5, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",300 m²,30 m,5 m,--,0
4.55 tỷ,"Đường số 8, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh",81 m²,12.3 m,5 m,T.Nam,0
4.3 tỷ,"Lê A, Phường Bảo Vinh, Tp. Long Khánh, Đồng Nai",100 m²,20 m,5 m,Tây,1
2.56 tỷ,"Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",90 m²,17.52 m,5 m,Đ.Nam,1
450 triệu,"18, Xã Tân Phong, Huyện Tân Biên, Tây Ninh",150 m²,--,--,--,0
230 tỷ,"QL 1A, Xã Tân Phúc, Huyện Hàm Tân, Bình Thuận","100,000 m²",--,--,--,0
500 triệu,"Ấp Sốc Tranh, Xã Phước An, Huyện Hớn Quản, Bình Phước",200 m²,40 m,5 m,--,1
2.17 tỷ,"Láng Hòa Lạc, Xã Phú Cát, Huyện Quốc Oai, Hà Nội",271 m²,33 m,8 m,--,1
900 triệu,"TL833, Thị trấn Tân Trụ, Huyện Tân Trụ, Long An",100 m²,20 m,5 m,Đ.Nam,1
9.5 tỷ,"Xô Viết Nghệ Tĩnh, Phường Thắng Tam, Tp. Vũng Tàu, Bà Rịa - Vũng Tàu",150 m²,--,--,--,1
1.8 tỷ,"DT830, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",100 m²,--,--,--,1
2.8 tỷ,"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Tp. Biên Hòa, Đồng Nai",81 m²,--,4 m,--,0
599 triệu,"Ql22 , Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
2.57 tỷ,"Đường Do Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",30 m²,10 m,3 m,T.Bắc,1
814.81 triệu,"QL6, Xã Chiềng Sơn, Huyện Mộc Châu, Sơn La",660 m²,--,--,--,0
1.65 tỷ,"Đại lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,4.98 m,--,1
1.2 tỷ,"DT832, Thị trấn Bến Lức, Huyện Bến Lức, Long An",100 m²,20 m,5 m,--,1
685 triệu,"Xã Hợp Thanh, Huyện Mỹ Đức, Hà Nội",76 m²,15 m,4 m,T.Bắc,1
3.6 tỷ,"Thôn Bình Lộc 2, Xã Vạn Bình, Huyện Vạn Ninh, Khánh Hòa","8,000 m²",86 m,84 m,--,1
1.73 tỷ,"Đường Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
600 triệu,"Ql14, Phường Tân Thiện, Tp. Đồng Xoài, Bình Phước",100 m²,20 m,5 m,Đông,0
5.6 tỷ,"Bàu Tràm Trung, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",122.50 m²,24.5 m,5 m,Nam,1
2.3 tỷ,"Quốc lộ 6, Xã Chiềng Sơn, Huyện Mộc Châu, Sơn La",660 m²,30 m,20 m,--,1
9.75 tỷ,"Văn Tiến Dũng, Phường Thủy Dương, Thị xã Hương Thủy, Thừa Thiên Huế",300 m²,20 m,15 m,T.Bắc,0
4.5 tỷ,"Đường số 6, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh",105 m²,23 m,4.5 m,Đ.Nam,1
650 triệu,"409, Xã Phước Vĩnh An, Huyện Củ Chi, Hồ Chí Minh",86 m²,16.6 m,5.2 m,--,1
930 triệu,"Đường số 8, Xã Tiên Thuận, Huyện Bến Cầu, Tây Ninh",190 m²,5.5 m,30 m,--,1
1.15 tỷ,"Dũng Sĩ Điện Ngọc, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",96 m²,--,--,--,1
1.86 tỷ,"Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",91.50 m²,18.51 m,5 m,--,1
850 triệu,"Tỉnh lộ 10, Xã Hựu Thạnh, Huyện Đức Hòa, Long An",100 m²,20 m,5 m,--,1
1.65 tỷ,"Ne8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",300 m²,30 m,10 m,--,0
1.87 tỷ,"N15, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
2.08 tỷ,"QL 18, Thị trấn Phố Mới, Huyện Quế Võ, Bắc Ninh",60 m²,4 m,--,--,1
850 triệu,"Ấp 4 , Xã An Thạnh, Huyện Bến Lức, Long An",100 m²,6 m,16 m,--,1
2 tỷ,"Đường quốc lộ 20, Xã Lộc Tân, Huyện Bảo Lâm, Lâm Đồng",200 m²,10 m,20 m,--,1
1.5 tỷ,"Dh507, Xã Tân Hiệp, Huyện Phú Giáo, Bình Dương","1,000 m²",100 m,10 m,Đ.Nam,1
800 triệu,"Rạch Tre, Xã An Thạnh, Huyện Bến Lức, Long An",96.60 m²,17 m,5 m,--,0
669 triệu,"Quốc lộ 13, Xã Lộc Thạnh, Huyện Lộc Ninh, Bình Phước",300 m²,30 m,10 m,--,1
350 triệu,"Quốc lộ 14D, Xã Chà Vàl, Huyện Nam Giang, Quảng Nam",100 m²,20 m,5 m,--,1
1.4 tỷ,"Điểu Xiển, Xã Bàu Trâm, Tp. Long Khánh, Đồng Nai",85 m²,--,--,--,1
1.35 tỷ,"Đường Nguyễn Trung Trực, Xã Long Định, Huyện Cần Đước, Long An",78 m²,13 m,6 m,--,0
800 triệu,"Dương Nha Trang, Xã Nha Bích, Huyện Chơn Thành, Bình Phước",200 m²,5 m,40 m,--,1
650 triệu,"409, Xã Phước Vĩnh An, Huyện Củ Chi, Hồ Chí Minh",84 m²,--,--,--,1
600 triệu,"Quốc lộ 22, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
680 triệu,"TL823, Thị trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",100 m²,20 m,5 m,--,1
840 triệu,"Đường Rạch Tre, Xã An Thạnh, Huyện Bến Lức, Long An",93 m²,13.09 m,7.2 m,--,0
1.63 tỷ,"DT716B, Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận",602 m²,--,--,--,0
679 triệu,"Xã Điện Thọ, Thị xã Điện Bàn, Quảng Nam",327 m²,5 m,65.3 m,--,0
1.69 tỷ,"Mỹ Phước 3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,30 m,5 m,--,1
1.21 tỷ,"Đường Bàu Sen, Kp6, Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương",280 m²,45 m,6 m,Đông,1
1.79 tỷ,"DX132, Phường Tân An, Tp. Thủ Dầu Một, Bình Dương",77 m²,19 m,5 m,--,1
460 triệu,"Bến Trung Dân, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",175 m²,--,--,--,0
2.4 tỷ,"Tỉnh lộ 334, Xã Đông Xá, Huyện Vân Đồn, Quảng Ninh",80 m²,--,--,--,1
6.1 tỷ,"Lã, Phường Tân Hồng, Thị xã Từ Sơn, Bắc Ninh",90 m²,5 m,--,--,1
